Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID,Internal ID as hex
seafood salad,,,1,squid,1.0,sweet shrimp,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13965,color_68,FtrSaladbowlSeafood,,12207,874,qCgeXQGfQRdmfrZ9r,036A
seaweed soup,,,2,seaweed,,,,,,,,,,,NFS,200.0,,,Basic Cooking Recipes,,,,2.0.0,Yes,0,Savory,13945,color_69,FtrSoupSeaweed,,12106,858,cqzQL63jYyhm7zDje,035A
senmaizuke barrel,,,1,30 turnips,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,2.0.0,Yes,50,Housewares,14188,white,FtrPicklesTurnip,,1981,842,Gp9CQhftz2W5wpGrr,034A
shamrock wand,,,3,clump of weeds,3.0,star fragment,,,,,,,,,NFS,200.0,,,Balloons,,Shamrock Day,Yes,1.8.0,Yes,0,Tools,14239,green,ToolStickShamrock,,1292,774,8zBmGTvSx4dcXAJhj,0306
shell arch,,,3,sea snail,3.0,venus comb,3.0,sand dollar,3.0,coral,3.0,giant clam,3.0,cowrie,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Housewares,3977,white,FtrShellArch,,3805,175,o6M2coQ6bLoDQsWBm,00AF
shell bed,,,5,giant clam,3.0,clay,4.0,stone,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Housewares,3983,white,FtrShellBedW,,3803,181,PQaCd4ohLujJeKoLQ,00B5
shell fountain,,,5,giant clam,3.0,stone,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Housewares,3982,white,FtrShellFountain,,3801,180,FQcXcbtASXK7kdQ9Q,00B4
shell lamp,,,2,giant clam,3.0,clay,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Miscellaneous,3984,white,FtrShellLamp,,3806,182,27oeQoY4DhhmPaEWS,00B6
shell music box,,,3,giant clam,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,2.0.0,Yes,50,Miscellaneous,6830,white,FtrMusicboxShell,,3808,425,fuxfDCvRpXYycbj9H,01A9
shell partition,,,4,venus comb,4.0,conch,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,3978,white,FtrShellScreen,,3804,176,JnmHHHWXPk99xRkwD,00B0
shell rug,,,3,giant clam,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Rugs,7362,white,RugOtherShellM00,,3870,668,pJJzEZ9zTJQvgRdLu,029C
shell speaker,,,3,conch,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Miscellaneous,5150,white,FtrShellMusic,,3807,200,WdK7LJ8fbgXe9kfBv,00C8
shell stool,,,5,cowrie,,,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,0,Housewares,3979,white,FtrShellStoolS,,3800,177,f4wdMHhuARgmQfdnB,00B1
shell table,,,7,sand dollar,3.0,clay,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,0,Housewares,3980,white,FtrShellTableL,,3802,178,RXY6M4BmsWFJNqHAt,00B2
shell wand,,,3,summer shell,3.0,star fragment,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Tools,7586,white,ToolStickShell,,4290,534,ZTaYhxtmS2F575QLd,0216
shell wreath,,,1,summer shell,1.0,sea snail,1.0,sand dollar,1.0,coral,1.0,giant clam,1.0,cowrie,NFS,200.0,,,Balloons; Isabelle,,summer shells,Yes,1.0.0,Yes,0,Wall-mounted,4376,white,FtrDoorOrnamentWreathShell,,4240,219,k7dondWtbpmYBYHaX,00DB
shellfish pochette,,,2,giant clam,6.0,summer shell,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Equipment,7494,white,BagShoulderShell0,,4280,634,yArwqRFy5soMedxMk,027A
shovel,,,1,flimsy shovel,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,,,1.0.0,Yes,0,Tools,2099,beige,ToolScoop,,104,281,M3RrgtikixGSNWq24,0119
signpost,,,2,hardwood,3.0,softwood,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Housewares,3588,brown,FtrSignpost,,439,213,Z6H8xP4vNMznirGDX,00D5
silo,,,12,iron nugget,6.0,hardwood,12.0,clay,12.0,stone,,,,,NFS,200.0,3000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,7247,brick,FtrSilo,,708,598,6czwDvwNcJ6aLqsPm,0256
simple DIY workbench,,,5,hardwood,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,7142,brown,FtrWorkbenchStump,,300,494,BBHuZzdLe6H7GEw2R,01EE
simple mum crown,,,6,green mums,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Equipment,5119,green,CapOrnamentMum3,,8205,260,Pib8R6Z4czejLxJK3,0104
simple pillar,,,2,clay,2.0,stone,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14598,color_55,FtrWallPillarPlain,,785,833,ePCJYo8etMd8aPGzN,0341
simple well,,,15,stone,1.0,flimsy shovel,,,,,,,,,NFS,200.0,2000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,2754,light gray,FtrWell,,811,36,bFSWqMEdNJZBRALME,0024
simple wooden fence,,,6,softwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,11711,brown,ItemFenceNatural,,588,656,ZGyfJBiFPk58dPFfn,0290
skateboard wall rack,,,3,skateboard,2.0,hardwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,2.0.0,Yes,50,Wall-mounted,13580,yellow,FtrSkateboardWall,,2166,1058,r6WDeiiH3rw65aELw,0422
ski-slope flooring,,,8,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Floors,4989,blue,RoomTexFloorGelande00,,7060,483,obRJkb8TbaWbaBxAt,01E3
ski-slope wall,,,8,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,5498,blue,RoomSpWallGelande00,,7050,295,GpPrFGQc3wjpPYh2C,0127
sky-egg outfit,,,3,sky egg,,,,,,,,,,,NFS,,,,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12453,yellow,TopsTexOnepieceRibNEggsky0,,8673,686,weRPdpf2rNKk5M6To,02AE
sky-egg shell,,,2,sky egg,,,,,,,,,,,NFS,,,,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12443,yellow,CapHatEggsky0,,8672,685,dvaSzuxBdqGoQsQtn,02AD
sky-egg shoes,,,2,sky egg,,,,,,,,,,,NFS,,,,Collecting sky eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12459,yellow,ShoesLowcutEggsky0,,8674,687,EHXPk3QeW6EZy7pF9,02AF
sleigh,,,8,wood,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,7281,brown,FtrSled,,442,580,vQCpvpCFNYENPhuKK,0244
slingshot,,,5,hardwood,,,,,,,,,,,300,200.0,,,Nook's Cranny,,,,1.0.0,Yes,0,Tools,2822,beige,ToolSlingshot,,111,29,Bbew7NAtvtH9wLJrD,001D
small cardboard boxes,,,2,cardboard box,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,1,Housewares,3410,yellow,FtrMovingboxS,,2134,609,5dYMgBRhSgGpHNRcW,0261
small wooden partition,,,10,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,0,Housewares,13574,brown,FtrScreenWoodS,,324,1068,rFMut4HWxwhD3zJtN,042C
snack bread,,,3,flour,1.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,12824,color_70,FtrBreadbasketSweet,,12803,977,nG59LiHwWiEF38Dph,03D1
snazzy pansy wreath,,,3,orange pansies,3.0,blue pansies,3.0,yellow pansies,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,100,Wall-mounted,5748,green,FtrDoorOrnamentWreathPansyMix,,7858,451,vyxRpZbkGm3iZo9FG,01C3
snowflake pochette,,,6,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Equipment,7493,blue,BagShoulderSnow0,,7080,633,8b7zapAg4LJDda6Tk,0279
snowflake wall,,,12,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons,,snowflakes,Yes,1.0.0,Yes,0,Wallpaper,4855,blue,RoomTexWallSnowCrystal00,,7052,323,m8fufjb9uRvsqguGC,0143
snowflake wreath,,,4,snowflake,,,,,,,,,,,NFS,200.0,,,Balloons; Isabelle,,snowflakes,Yes,1.0.0,Yes,0,Wall-mounted,4375,blue,FtrDoorOrnamentWreathIce,,7040,222,syeDkgGnge76zBJ5y,00DE
snowperson head,,,1,large snowflake,5.0,snowflake,,,,,,,,,NFS,200.0,,,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Equipment,8609,blue,CapCostumeSnowball0,,6680,637,6TuttvHpXz8cBQAqa,027D
space shuttle,,,5,star fragment,10.0,iron nugget,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1444,silver,FtrShuttle,,2223,381,rh4nYL67r9Cy33pxj,017D
spaghetti marinara,,,3,flour,1.0,tomato puree,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,12838,color_66,FtrPastaTomato,,13001,1034,QSFKXkaFaAm9rBFHX,040A
spaghetti napolitan,,,3,flour,1.0,tomato puree,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,12840,color_69,FtrPastaNeapolitan,,13002,1033,Hn59YcoKveuzjnN7r,0409
spiky fence,,,8,hardwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,4358,brown,ItemFenceSharply,,584,553,KwQDAafZxyPRLtYFn,0229
spooky arch,,,10,orange pumpkin,10.0,hardwood,3.0,clay,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4083,purple,FtrHwnArch,,5809,205,RBhByrwzg8nnqsJfZ,00CD
spooky candy set,,,1,orange pumpkin,3.0,candy,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,12951,purple,FtrHwnSweets,,5805,732,dyC4hLvys8un93KRX,02DC
spooky carriage,,,30,orange pumpkin,20.0,hardwood,20.0,wood,20.0,softwood,10.0,iron nugget,,,NFS,200.0,,,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Housewares,4087,purple,FtrHwnCarriage,,5810,208,n6TrytnSYHGe9bASH,00D0
spooky chair,,,3,orange pumpkin,3.0,softwood,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4089,purple,FtrHwnChairS,,5800,210,d2EFid4QeEKToKPTC,00D2
spooky cookies,,,1,flour,1.0,orange pumpkin,1.0,yellow pumpkin,1.0,white pumpkin,1.0,green pumpkin,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,2.0.0,Yes,0,Sweet,14552,color_74,FtrHwnCookie,,15101,1016,ZwsGknzccGPsJ7ct4,03F8
spooky fence,,,3,orange pumpkin,5.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Other,13275,purple,ItemFenceHalloween,,5890,737,CeZmnyqJzePbykYgb,02E1
spooky garland,,,1,orange pumpkin,1.0,iron nugget,1.0,clay,,,,,,,NFS,200.0,,,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Wall-mounted,13222,purple,FtrHwnDecorationWall,,5830,734,ujn6dXq5em2zphcob,02DE
spooky lantern,,,4,orange pumpkin,,,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Miscellaneous,4088,purple,FtrHwnLantern,,5803,209,vnyxqjfAdq4QzGzou,00D1
spooky lantern set,,,4,orange pumpkin,4.0,clump of weeds,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4092,purple,FtrHwnLanternset,,5804,212,9g3bAjrNQaArPsJHg,00D4
spooky scarecrow,,,3,orange pumpkin,4.0,wood,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4084,purple,FtrHwnScarecrow,,5807,206,4s5ztCbM9yLi9Pby9,00CE
spooky standing lamp,,,3,orange pumpkin,5.0,hardwood,1.0,clay,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,12949,purple,FtrHwnStand,,5802,733,jZS8vhJwagkJP5v6q,02DD
spooky table,,,14,orange pumpkin,10.0,softwood,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4090,purple,FtrHwnTableL,,5801,202,uPRm5RYiDS6oeiS3c,00CA
spooky table setting,,,1,orange pumpkin,1.0,iron nugget,1.0,clay,,,,,,,NFS,200.0,,,All villagers,Reward for gifting candy on Halloween,Halloween,Yes,1.5.0,Yes,0,Miscellaneous,13223,purple,FtrHwnTablesetting,,5806,735,7HGH5jC589CDhb5JG,02DF
spooky tower,,,7,orange pumpkin,,,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.5.0,Yes,0,Housewares,4086,purple,FtrHwnTower,,5808,207,wcPdQconPscGvPiyi,00CF
spooky treats basket,,,1,orange pumpkin,2.0,candy,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Other,14542,purple,ToolBasketHalloween,,5892,982,RSgbEQFsoAeQFSNxM,03D6
spooky tree,,,5,orange pumpkin,10.0,hardwood,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Housewares,14550,purple,FtrHwnTree,,5812,980,pjGZejrBZdQRQCXxk,03D4
spooky trick lamp,,,4,orange pumpkin,4.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers; Balloons,Obtained from crafting villagers during October or as a reward for gifting candy on Halloween,Halloween (days before); Halloween,Yes,1.11.0,Yes,0,Miscellaneous,14551,purple,FtrHwnbox,,5811,981,sj3TG2AwFHwvFKyix,03D5
spooky wand,,,1,spooky lantern,3.0,star fragment,,,,,,,,,NFS,200.0,,,Jack,Reward for gifting lollipop on Halloween,Halloween,Yes,1.5.0,Yes,0,Tools,13237,purple,ToolStickHalloween,,5891,736,NezqnbME9DWhuM88n,02E0
squid-ink curry,,,3,flour,1.0,squid,,,,,,,,,NFS,200.0,,,Catching a squid,,,,2.0.0,Yes,0,Savory,14120,color_77,FtrNancurrySquidink,,13106,928,cEPu55zJpNmEr4Z7S,03A0
squid-ink spaghetti,,,3,flour,1.0,squid,,,,,,,,,NFS,200.0,,,Catching a squid,,,,2.0.0,Yes,0,Savory,12835,color_65,FtrPastaSquidink,,13003,1035,pMQh8qdyYAb3PyQQP,040B
stack of books,,,5,book,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Miscellaneous,1759,yellow,FtrBooks,,2100,196,wRs5mmgErDd3guzAD,00C4
stacked bottle crates,,,2,bottle crate,1.0,wood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,2.0.0,Yes,50,Miscellaneous,922,yellow,FtrJuicecase,,2170,1062,HhoqQr8CFzMsDTWWn,0426
stacked fish containers,,,3,fish container,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,2.0.0,Yes,50,Housewares,13606,yellow,FtrBasketFishPile,,2164,1056,sj5GfFECFkfrB6LwK,0420
stacked magazines,,,6,magazine,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,100,Miscellaneous,1861,yellow,FtrMagagine,,2111,197,3gMLM9p6vJS37zTZe,00C5
stacked senmaizuke barrels,,,2,senmaizuke barrel,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,2.0.0,Yes,100,Housewares,14187,white,FtrPicklesTurnipPile,,1982,841,zp9AkBFdd73aRM6sR,0349
stacked shopping baskets,,,5,shopping basket,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,2.0.0,Yes,50,Housewares,13210,yellow,FtrShoppingbasket,,2163,1055,Rg4tdYk8rX9oCfpAZ,041F
stacked-wood wall,,,15,hardwood,,,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Wallpaper,4844,brown,RoomTexWallFireWood00,,528,314,NNmn5yJHFnwDWkcRN,013A
stall,,,12,wood,,,,,,,,,,,NFS,200.0,2000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,3617,brown,FtrFloat,,438,596,Et4TyaGdqojFhBPej,0254
standard umbrella stand,,,3,iron nugget,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Housewares,3445,dark gray,FtrUmbrellastand,,907,169,vXFQZrMwx56imYidt,00A9
star clock,,,3,star fragment,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Miscellaneous,7253,silver,FtrStarClock,,2230,514,2svknEfP5LbMe6Qur,0202
star head,,,5,star fragment,,,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Equipment,9862,silver,CapCostumeStar0,,2280,628,ruy96poyPqtxc5K4Y,0274
star pochette,,,6,star fragment,,,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Equipment,7489,silver,BagShoulderStar0,,2281,627,4fJpnNtzwpyCgJcNg,0273
star wand,,,1,large star fragment,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,2544,silver,ToolChangeStick,,2291,523,yv5a3yQPS9tmBjhaP,020B
starry garland,,,10,star fragment,,,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Wall-mounted,6827,silver,FtrStarDecorationWall,,2231,430,9LShEjECc39Sdyxzt,01AE
starry wall,,,5,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Wallpaper,5528,silver,RoomSpWallStarPrint00,,2251,286,dZ74auFDK9GYNkEnK,011E
starry-sands flooring,,,3,summer shell,1.0,sandy-beach flooring,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,7239,white,RoomTexFloorSandStar00,,4261,667,eR5A2YsGKuygX85s2,029B
starry-skies rug,,,1,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,2.0.0,Yes,100,Rugs,12521,silver,RugRoundZodiacM00,,2271,989,iseotF8s3KhwJiCw5,03DD
starry-sky wall,,,5,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Wallpaper,5500,silver,RoomSpWallStarSky00,,2250,294,k4Fuy56j7X2gnPbhq,0126
steamer-basket set,,,6,young spring bamboo,,,,,,,,,,,NFS,200.0,,,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Miscellaneous,3344,green,FtrBasketsteamer,,3003,382,Z7Bb4ApKb6B8pNne2,017E
steel flooring,,,7,iron nugget,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Floors,4960,dark gray,RoomTexFloorSteel00,,955,489,9ey59kSpvYXFaFzLz,01E9
steel pillar,,,4,iron nugget,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14599,color_53,FtrWallPillarSteel,,982,834,ANiQQA4Qm9sADWu3z,0342
steel-frame wall,,,8,iron nugget,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Wallpaper,4801,dark gray,RoomTexWallSteel00,,950,325,zStKcz96GL8oDdLW9,0145
stone arch,,,90,stone,,,,,,,,,,,NFS,200.0,2000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,11941,light gray,FtrRockArch,,809,652,6nZpvNEdHwxMgNtYC,028C
stone axe,,,1,flimsy axe,3.0,wood,,,,,,,,,NFS,200.0,,,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,,,1.0.0,Yes,0,Tools,5856,beige,ToolAxeStoneNormal,,101,285,RYD96qHETZn2ex3EP,011D
stone fence,,,4,stone,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,5212,light gray,ItemFenceStone,,870,266,SeyEuJLjP22oEeN2x,010A
stone lion-dog,,,24,stone,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,100,Housewares,7795,light gray,FtrSekishishi,,816,570,qLZ2ZtquCBHWMF9Ke,023A
stone stool,,,3,stone,,,,,,,,,,,NFS,200.0,,,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,,,1.0.0,Yes,0,Housewares,3398,light gray,FtrStoneChair,,800,104,zAdsd8FZE7z3BzvJz,0068
stone table,,,8,stone,,,,,,,,,,,NFS,200.0,,,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,3397,light gray,FtrStoneTable,,801,105,4ieu6E9Qf95NaSJGc,0069
stone tablet,,,12,stone,,,,,,,,,,,NFS,200.0,800.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,11943,light gray,FtrRockMonument,,817,651,DoFhuq2qKsiTHz6T6,028B
stone wall,,,10,stone,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Wallpaper,5216,light gray,RoomTexWallBasement00,,850,318,jkx7FkcrQdSWPqno2,013E
stone-egg outfit,,,3,stone egg,,,,,,,,,,,NFS,,,,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12450,yellow,TopsTexOnepieceRibNEggrock0,,8664,677,xrQW5CeTyHda2fcut,02A5
stone-egg shell,,,2,stone egg,,,,,,,,,,,NFS,,,,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12440,yellow,CapHatEggrock0,,8663,676,bC74Ws22wnGThm6Mh,02A4
stone-egg shoes,,,2,stone egg,,,,,,,,,,,NFS,,,,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12456,yellow,ShoesLowcutEggrock0,,8665,678,qjuG3PA8rJWbnu5Qp,02A6
stonework kitchen,,,30,stone,15.0,clay,10.0,iron nugget,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Housewares,13496,light gray,FtrKitchenStone,,822,1040,Z6W4qqqRYBssWmcKE,0410
straw fence,,,10,clump of weeds,3.0,wood,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Other,4356,green,ItemFenceDriedStraw,,1290,552,WpBzuYymcgmxSCn2m,0228
straw umbrella hat,,,10,clump of weeds,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,1.0.0,Yes,0,Equipment,7254,green,CapHatSandogasa0,,1283,606,ADu83C55zHi4DfoFp,025E
street piano,,,1,upright piano,1.0,painting set,,,,,,,,,NFS,200.0,,,Big Sister villagers,,,,1.0.0,Yes,100,Housewares,11942,yellow,FtrPianoStreet,,2161,654,fXE4EShKRk3pRX58g,028E
succulent plant,,,10,clump of weeds,1.0,empty can,,,,,,,,,NFS,,,,Fishing,Fish up 1 empty can,,,1.0.0,Yes,0,Miscellaneous,132,green,FtrPlantSucculents,,1201,190,YyxnntEPTDukJaRfY,00BE
sugar,,,5,sugarcane,,,,,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Savory,13997,color_61,FlourSugar,,12003,906,88qvbm9bWHWpWvvRZ,038A
sugar crepe,,,2,flour,2.0,sugar,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13977,color_68,FtrCrepeSugar,,14601,886,FnR2XMW9g6kupa5pC,0376
summer-shell rug,,,6,summer shell,,,,,,,,,,,NFS,200.0,,,Balloons,,summer shells,Yes,1.6.0,Yes,0,Rugs,12217,white,RugOtherShellSnailM00,,4270,757,G5P9xnup3Aps3skQX,02F5
suspicious cauldron,,,10,glowing moss,10.0,iron nugget,,,,,,,,,NFS,200.0,,,Kapp'n island bottles; HHP island bottles,,,,2.0.0,Yes,0,Housewares,14216,color_56,FtrWitchCauldron,,1505,999,A4tBLTToDhwjkdSgs,03E7
swinging bench,,,5,wood,7.0,softwood,,,,,,,,,NFS,200.0,,,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; 50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,1170,brown,FtrSwingWood,,377,59,8PYT8EbpS8exL2Px8,003B
tabletop festive tree,,,5,gold ornament,3.0,tree branch,2.0,clay,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Miscellaneous,4067,white,FtrTreeXmasMini,,7402,388,kNa25SiznwzDANzYb,0184
tall brick island counter,,,8,clay,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13897,color_55,FtrWallCounterBrickL,,780,779,hvbta6p5tY8Kz4s2J,030B
