Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
mug,,White,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,White,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_0_3,0_3,1870,zPc4YPSq5wPcy3uuF,074E,"(0, 96)"
mug,,White,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,White,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_0_4,0_4,1870,qWMRvAr9fhFAW9H9S,074E,"(0, 128)"
mug,,White,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,White,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_0_5,0_5,1870,XPADQMdWmm8Bqm32D,074E,"(0, 160)"
mug,,Yellow,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_0,1_0,1870,bQFBAwbcD95iqRziH,074E,"(1, 0)"
mug,,Yellow,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_1,1_1,1870,6uX4vYM7xWGA5WeGF,074E,"(1, 32)"
mug,,Yellow,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_2,1_2,1870,rPyoZwAqdYns8fm4T,074E,"(1, 64)"
mug,,Yellow,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_3,1_3,1870,ySdXasbwSjQeEt6RH,074E,"(1, 96)"
mug,,Yellow,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_4,1_4,1870,EtRnjPPnnub5T5sk7,074E,"(1, 128)"
mug,,Yellow,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Yellow,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_1_5,1_5,1870,qEzeNf9PaiLH5XZad,074E,"(1, 160)"
mug,,Red,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Red,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_0,2_0,1870,7BmG3ML42AiAv5QGy,074E,"(2, 0)"
mug,,Red,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_1,2_1,1870,NNCPmrWPsg2FoBQDA,074E,"(2, 32)"
mug,,Red,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_2,2_2,1870,c5rhXwKN6GCP6d8vo,074E,"(2, 64)"
mug,,Red,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_3,2_3,1870,CTk87GoxCfQrRGhpf,074E,"(2, 96)"
mug,,Red,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_4,2_4,1870,kXPm644McZumSwTLT,074E,"(2, 128)"
mug,,Red,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Red,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_2_5,2_5,1870,ajeNwPsnPavW5qpgy,074E,"(2, 160)"
mug,,Blue,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_0,3_0,1870,eZ86wYcwNnnD8bSce,074E,"(3, 0)"
mug,,Blue,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_1,3_1,1870,D26b8jW4mk45LiZzZ,074E,"(3, 32)"
mug,,Blue,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_2,3_2,1870,LNA2f9hnHfcXyw2rr,074E,"(3, 64)"
mug,,Blue,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_3,3_3,1870,s87bjbocmwm2WqLqp,074E,"(3, 96)"
mug,,Blue,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_4,3_4,1870,7hWCMhX3Gjg2q8jDM,074E,"(3, 128)"
mug,,Blue,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Blue,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_3_5,3_5,1870,ASfNFsMB6yd7XFHTZ,074E,"(3, 160)"
mug,,Green,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Green,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_0,4_0,1870,KyZHd8M8GjEmQ8hzL,074E,"(4, 0)"
mug,,Green,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_1,4_1,1870,JmsAiMuCv2Xyyd2Jc,074E,"(4, 32)"
mug,,Green,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_2,4_2,1870,nERq4nq3958FrcNwG,074E,"(4, 64)"
mug,,Green,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_3,4_3,1870,YEq4rqRepdyi2cSe9,074E,"(4, 96)"
mug,,Green,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_4,4_4,1870,GCWGN5yKnWZ5ydMvr,074E,"(4, 128)"
mug,,Green,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Green,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_4_5,4_5,1870,ChodzE42GEjZTPRKy,074E,"(4, 160)"
mug,,Pink,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Pink,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_0,5_0,1870,3HbZxThCfL37xr56K,074E,"(5, 0)"
mug,,Pink,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_1,5_1,1870,2LmLdbiL7TZuz2RGG,074E,"(5, 32)"
mug,,Pink,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_2,5_2,1870,9PxCCMcAfTjoCTbsi,074E,"(5, 64)"
mug,,Pink,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_3,5_3,1870,4gcq4bGaBWMF67RAo,074E,"(5, 96)"
mug,,Pink,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_4,5_4,1870,oydDFcmSq22FzAQSD,074E,"(5, 128)"
mug,,Pink,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Pink,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_5_5,5_5,1870,NAQu7agDr6qoEZAxt,074E,"(5, 160)"
mug,,Turquoise,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Aqua,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_0,6_0,1870,YxRbkNNsgkSTpfn6e,074E,"(6, 0)"
mug,,Turquoise,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_1,6_1,1870,sLhJcofkhJyqKTPhf,074E,"(6, 32)"
mug,,Turquoise,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_2,6_2,1870,Qao3iabvsJtBETCLR,074E,"(6, 64)"
mug,,Turquoise,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_3,6_3,1870,iDQhK4bRtj38C8qp3,074E,"(6, 96)"
mug,,Turquoise,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_4,6_4,1870,ytznNFJvBYLytLRrA,074E,"(6, 128)"
mug,,Turquoise,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Aqua,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_6_5,6_5,1870,yfQyAR3sdZweYPJ7h,074E,"(6, 160)"
mug,,Black,Color,Plain,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_0,7_0,1870,2vyRBHtG5tGFyNvQ3,074E,"(7, 0)"
mug,,Black,Color,Square logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Black,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_1,7_1,1870,3p5zhgxEqJt8CZywN,074E,"(7, 32)"
mug,,Black,Color,Round logo,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_2,7_2,1870,vhLBpggKkpZ6eXvoL,074E,"(7, 64)"
mug,,Black,Color,Fish,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Blue,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_3,7_3,1870,bFdzjebrDc6szwfKR,074E,"(7, 96)"
mug,,Black,Color,Carrot,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Orange,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_4,7_4,1870,mbLEYt69HbDfiZkLJ,074E,"(7, 128)"
mug,,Black,Color,Cheese,Design,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,460,115,Black,Yellow,1x1,No,410.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,kitchen,café,,,,No,Dining,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrMug_Remake_7_5,7_5,1870,SMQvugBgThwvTXusP,074E,"(7, 160)"
mug shelves,,Natural,Color,,,No,No,No,,1,,,3800.0,NFS,3750,Beige,Colorful,1x1,No,150.0,Hotel Tickets,Hotel Souvenir Shop,,,,201,kitchen,café,,,,No,Shelf,No,Does not play music,No lighting,,Not for sale,3.0.0,Yes,FtrMugShelf_Remake_0_0,0_0,1251,HvMm6fYp3FaARWWFP,04E3,"(0, 0)"
mug shelves,,Brown,Color,,,No,No,No,,1,,,3800.0,NFS,3750,Brown,White,1x1,No,150.0,Hotel Tickets,Hotel Souvenir Shop,,,,201,kitchen,café,,,,No,Shelf,No,Does not play music,No lighting,,Not for sale,3.0.0,Yes,FtrMugShelf_Remake_1_0,1_0,1251,TaLMixPacB9B7ANbL,04E3,"(1, 0)"
mug shelves,,Dark brown,Color,,,No,No,No,,1,,,3800.0,NFS,3750,Brown,Colorful,1x1,No,150.0,Hotel Tickets,Hotel Souvenir Shop,,,,201,kitchen,café,,,,No,Shelf,No,Does not play music,No lighting,,Not for sale,3.0.0,Yes,FtrMugShelf_Remake_2_0,2_0,1251,RhpE9ogatpv5zMia9,04E3,"(2, 0)"
mug shelves,,White,Color,,,No,No,No,,1,,,3800.0,NFS,3750,White,White,1x1,No,150.0,Hotel Tickets,Hotel Souvenir Shop,,,,201,kitchen,café,,,,No,Shelf,No,Does not play music,No lighting,,Not for sale,3.0.0,Yes,FtrMugShelf_Remake_3_0,3_0,1251,y3JcLQ2HixzT9cQxY,04E3,"(3, 0)"
mushroom crepe,,,,,,Yes,No,No,,1,,,,NFS,1840,Beige,Brown,1x1,No,,,Cooking,,,,103,café,party,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrCrepeMushroom,,13964,KazkWcJi4ujG67uhF,368C,
mushroom curry,,,,,,Yes,No,No,,1,,,,NFS,2660,Yellow,Brown,1x1,No,,,Cooking,,,,103,restaurant,harmonious,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrNancurryMushroom,,14128,extweDawGX9NQyuDe,3730,
mushroom pizza,,,,,,Yes,No,No,,1,,,,NFS,2860,Brown,Orange,1x1,No,,,Cooking,,,,103,party,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrPizzaMushroom,,14698,drnT4JkoTNhyezchK,396A,
mushroom potage,,,,,,Yes,No,No,,1,,,,NFS,1220,Beige,White,1x1,No,,,Cooking,,,,103,café,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrSoupMushroom,,14048,Jid22HZWcQLqPM9wN,36E0,
mushroom salad,,,,,,Yes,No,No,,1,,,,NFS,1400,Yellow,Green,1x1,No,,,Cooking,,,,103,party,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrSaladbowlMushroom,,13972,2qSoM7Kq8u5xtcZGK,3694,
nail-art set,,Pink,Color,,,No,No,No,,1,,,1000.0,1000,250,Pink,Colorful,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,stylish,fancy,,,,Yes,Shop,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrNailartset_Remake_0_0,0_0,4076,ddEGBShTbijH7YPFB,0FEC,"(0, 0)"
nail-art set,,Black,Color,,,No,No,No,,1,,,1000.0,1000,250,Black,Colorful,1x1,No,900.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,stylish,fancy,,,,Yes,Shop,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrNailartset_Remake_1_0,1_0,4076,d4gSZKqGtMekTfrWx,0FEC,"(1, 0)"
nanakusa gayu,,,,,,No,No,No,,1,,,,1200,300,Beige,Brown,1x1,No,,,Nook Shopping Seasonal,,Nanakusa Gayu,Yes,201,harmonious,,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Seasonal,2.0.0,Yes,FtrNanakusagayu,,14553,BfK8fMGc8DfgQ3xxi,38D9,
Napoleonfish model,,,,,,No,No,No,,1,,,,NFS,30000,Aqua,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishNaporeonfishToy,,6989,qXv6iHpv5NpATiq5Z,1B4D,
nearly busted radio,,Black,Color,,,No,No,No,,1,,,1000.0,NFS,545,Black,Gray,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_0_0,0_0,13479,CxMcwqk4bSEK64azX,34A7,"(0, 0)"
nearly busted radio,,Silver,Color,,,No,No,No,,1,,,1000.0,NFS,545,Gray,Black,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_1_0,1_0,13479,kEFmB8WwKrKuGe2NW,34A7,"(1, 0)"
nearly busted radio,,Red,Color,,,No,No,No,,1,,,1000.0,NFS,545,Red,Gray,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_2_0,2_0,13479,yeXcP2JjQuwnBS5tu,34A7,"(2, 0)"
nearly busted radio,,Yellow,Color,,,No,No,No,,1,,,1000.0,NFS,545,Yellow,Black,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_3_0,3_0,13479,eqm4bgrxPveSNx9AF,34A7,"(3, 0)"
nearly busted radio,,Blue,Color,,,No,No,No,,1,,,1000.0,NFS,545,Aqua,Gray,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_4_0,4_0,13479,BEv59k3PBT4mQz7au,34A7,"(4, 0)"
nearly busted radio,,Brown,Color,,,No,No,No,,1,,,1000.0,NFS,545,Brown,Gray,1x1,No,,,Recycle box,,,,153,workshop,horror,,,Audio,Yes,Audio,No,Does not play music,No lighting,,Not for sale,2.0.0,Yes,FtrRadioBreaking_Remake_5_0,5_0,13479,ruevxyrbBW7YGc8To,34A7,"(5, 0)"
neon tetra model,,,,,,No,No,No,,1,,,,NFS,1500,Aqua,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishNeontetoraToy,,6990,GsPionD6NiPDrb9Jk,1B4E,
NES,,,,,,No,No,No,,1,,,,NFS,12500,White,Gray,1x1,No,500.0,Hotel Tickets,Hotel Souvenir Shop,,,,222,child's room,retro,,,Appliance,Yes,Game Console,No,Does not play music,No lighting,,Not for sale,3.0.0,Yes,FtrVideogameNes,,979,KNRxsuMGuBpzq3bij,03D3,
New Year's noodles,,,,,,No,No,No,,1,,,,1300,325,Blue,Yellow,1x1,No,,,Nook Shopping Seasonal,,Ōmisoka,Yes,201,living room,kitchen,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Seasonal,1.6.0,Yes,FtrSobaNewyears,,13797,Sdgt2bqq4Jb4rwQT4,35E5,
Newton's cradle,,,,,,No,No,No,,1,,,,1300,325,Gray,Black,1x1,No,1200.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,school,lab,,,,Yes,Toy,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrCradleNewton,,8464,eWQCanbyvYGrx5rgc,2110,
nibble fish model,,,,,,No,No,No,,1,,,,NFS,4500,Brown,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishDokutaafishToy,,6945,5tyrTQxqHnHLBXJjg,1B21,
nigirizushi,,,,,,No,No,No,,1,,,,2400,600,Beige,Colorful,1x1,No,2200.0,Poki,Nook's Cranny; HHP Office,,,,151,harmonious,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,For sale,2.0.0,Yes,FtrSushigetaPlum,,12816,zJus6WpgaJsHP3nqE,3210,
