Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
noble coat,,,Blue,No,4800,1200.0,51,Blue,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,7,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble3,71,7421,nPxphxRPuTzRTtcr6,1CFD
noble coat,,,Purple,No,4800,1200.0,51,Purple,Yellow,1x1,4300.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; party; theatrical,8,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLNoble5,71,7423,RomZdt5xAnYSAE4YA,1CFF
Nook Inc. aloha shirt,,,,No,NFS,3000.0,151,White,Green,1x1,600.0,Nook Miles,Nook Miles Redemption,,,,All Year,Summer,,Free,Free,Simple,Active,comfy; vacation,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHRco,1141,5626,JWa2JANhbML2ZoSpd,15FA
Nook Inc. blouson,,,,No,NFS,4000.0,151,Green,Green,1x1,800.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Simple,Active,outdoorsy; work,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopOuterLRco,1140,5625,3yAwEXCgtLKgxqY3q,15F9
Nook Inc. sweater,,,,No,NFS,500.0,431,Yellow,Orange,1x1,50.0,Nook Points,NookLink,Mailed to players once ordered from NookLink within the Nintendo Switch Online app,,,All Year,Winter,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Not for sale,2.0.0,Yes,TopsTexTopOuterLNook0,1424,14544,AmmmyrqWRPRsKat6t,38D0
Nook Inc. tee,,,,No,NFS,3000.0,151,Yellow,Green,1x1,600.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHNook0,1149,9760,NYAF9MhpB9KLAMjzz,2620
nurse's jacket,,,White,No,1500,375.0,51,White,White,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Active,work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse1,147,7790,sascmaanGthSqL6bz,1E6E
nurse's jacket,,,Pink,No,1500,375.0,51,Pink,Pink,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Active,work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse2,147,7791,YtPPsT2rTDG6m4KWt,1E6F
nurse's jacket,,,Blue,No,1500,375.0,51,Aqua,Aqua,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Active,work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHNurse0,147,3350,rADFhF2ELotXRS53a,0D16
nylon jacket,,,Black,No,1120,280.0,51,Black,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,All Year,Free,Free,Cool,Cool,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach0,288,4285,tFteZw2B57dzG3hBH,10BD
nylon jacket,,,Red,No,1120,280.0,51,Red,Red,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Cool,Cool,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach3,288,8520,JvPkymLmcyRCGEkMp,2148
nylon jacket,,,Green,No,1120,280.0,51,Green,Green,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Cool,Cool,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach1,288,8518,potcFpXETr4B7gNMy,2146
nylon jacket,,,Blue,No,1120,280.0,51,Blue,Blue,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Cool,Cool,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach2,288,8519,S7Xrdneg33hWj6H4R,2147
oilskin coat,,,Gray,No,1400,350.0,51,Gray,Gray,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin2,903,9234,yGntiwwpi4tT7E7ow,2412
oilskin coat,,,Red,No,1400,350.0,51,Red,Yellow,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,,Free,Free,Active,Cool,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin1,903,9233,zT734Hdr8zGyP5gEn,2411
oilskin coat,,,Yellow,No,1400,350.0,51,Yellow,Yellow,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Active,Cool,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin0,903,5855,9z2TxmZwEQQ87DyiT,16DF
OK Motors jacket,,,,No,1500,375.0,178,White,Blue,1x1,,,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",,,All Year,All Year,,Free,Free,Simple,Simple,work,1,Yes,Not in catalog,1.1.0,Yes,TopsTexTopYshirtsHOkmotors0,1193,12425,7N3FmzDyZWdoKMpzJ,3089
old-school jacket,,,Red,No,1800,450.0,51,Black,Red,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,All Year,Free,Free,Gorgeous,Active,theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent0,655,5292,jpqP7LhNbv7CkuJjD,14AC
old-school jacket,,,Green,No,1800,450.0,51,Black,Green,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Gorgeous,Active,theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent1,655,7620,C2rj5RuQhrSMddA52,1DC4
old-school jacket,,,Purple,No,1800,450.0,51,Black,Purple,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Gorgeous,Active,theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent2,655,7621,GxkqGCwj5gBAwJg6D,1DC5
one-ball tee,,,,No,560,140.0,51,Yellow,White,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball1,131,3320,NRKaj7yZRNahgeZwH,0CF8
open track jacket,,,Black,No,1050,262.0,51,Black,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,1,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey2,1392,175,Yg4fzvYhAPaYFD7YS,00AF
open track jacket,,,Berry red,No,1050,262.0,51,Red,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,2,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey4,1392,186,FGdds8y5EbQ3Now4w,00BA
open track jacket,,,Red,No,1050,262.0,51,Red,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,3,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey0,1392,14363,uGz9dqWsRnBiuJkbp,381B
open track jacket,,,Green,No,1050,262.0,51,Green,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,4,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey1,1392,174,9snPoaLtRCm3vqN2J,00AE
open track jacket,,,Blue,No,1050,262.0,51,Blue,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,5,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey3,1392,176,XuBfaWnrKe2CXW8QM,00B0
open track jacket,,,Navy blue,No,1050,262.0,51,Blue,White,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Active,comfy; sporty,6,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey5,1392,200,xBDWpAsf4YzGBhC3Z,00C8
open-collar shirt,,,Coral,No,960,240.0,51,Red,Red,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar0,516,4715,g8TwY4rnzdv9Q87Wd,126B
open-collar shirt,,,Green,No,960,240.0,51,Green,Green,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Elegant,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar2,516,8522,QW5LhyuRAEKkzkdhs,214A
open-collar shirt,,,Blue,No,960,240.0,51,Aqua,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Elegant,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar1,516,8521,eDQjNhvpHTLDTgLgq,2149
open-collar shirt,,,Beige,No,960,240.0,51,Beige,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Elegant,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar3,516,8523,8yZjHsbkDXEBC97kq,214B
orange hotel aloha shirt,,,,No,NFS,375.0,151,Orange,White,1x1,15.0,Hotel Tickets,Hotel Souvenir Shop,,,,All Year,Summer,,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,Not for sale,3.0.0,Yes,TopsTexTopYshirtsHHotelB0,1567,1302,ArTvjnEwNhsjEWGDZ,0516
orange hotel cardigan,,,,No,NFS,375.0,151,Orange,White,1x1,15.0,Hotel Tickets,Hotel Souvenir Shop,,,,All Year,Autumn,,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,Not for sale,3.0.0,Yes,TopsTexTopOuterLHotelB0,1568,1303,WmgLkXw9JMTPBnb8G,0517
oversized shawl overshirt,,,Gray,No,1120,280.0,51,Gray,Black,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole2,246,8428,QKmPfqRk5kdzmjx3d,20EC
oversized shawl overshirt,,,Pink,No,1120,280.0,51,Pink,Gray,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole1,246,8427,JEEdFjyFTGRXuwXqn,20EB
oversized shawl overshirt,,,Brown,No,1120,280.0,51,Brown,Brown,1x1,1000.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole0,246,4154,3TXZ9wdutCXoteKpN,103A
Paradise Planning aloha top,,,,No,NFS,,0,Red,Red,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Active,Simple,comfy; sporty; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHUniform0,1298,13200,uss3Hd4ceMZPgah5E,3390
Paradise Planning blazer,,,,No,NFS,,0,Red,Orange,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Active,Cool,formal; vacation; work,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsLTakumisuit0,1416,14457,CMbQ5AKoyW6qRutWu,3879
Paradise Planning event tee,,,Purple,No,NFS,300.0,51,Purple,Yellow,1x1,1100.0,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,Summer,,Free,Free,Active,Gorgeous,party; theatrical,1,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi0,1434,14686,KnCuaxuthj5DCTEhn,395E
Paradise Planning event tee,,,Blue,No,NFS,300.0,51,Aqua,Red,1x1,1100.0,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,Summer,,Free,Free,Active,Gorgeous,party; theatrical,2,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi1,1434,284,tCmuEYqKBc8vt4coK,011C
Paradise Planning event tee,,,Red,No,NFS,300.0,51,Orange,Green,1x1,1100.0,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,Summer,,Free,Free,Active,Gorgeous,party; theatrical,3,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi2,1434,285,dF7FnZbTnbKZcdRfq,011D
Paradise Planning event tee,,,Green,No,NFS,300.0,51,Green,Purple,1x1,1100.0,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,Summer,,Free,Free,Active,Gorgeous,party; theatrical,4,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi3,1434,286,eTgiZPkini4gA8EAD,011E
Paradise Planning jacket,,,,No,NFS,,0,Red,Orange,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopOuterLTakumijacket0,1415,14456,Rs8JvnDDae9XP2WGm,3878
Paradise Planning shirt,,,,No,NFS,,0,White,Red,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Cool,Simple,everyday; comfy; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHTakumi0,1468,14819,DniT3WK8JPc9AGSvL,39E3
Paradise Planning tank top,,,,No,NFS,,0,Red,Aqua,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsNTakumitanktop0,1418,14459,vKBNhasCZo5vKyeWR,387B
Paradise Planning tee,,,,No,NFS,,0,Orange,Red,1x1,,,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,,Free,Free,Active,Simple,everyday; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsHTakumi0,1417,14458,5rE2Kp8j2vofvhZTm,387A
parka undercoat,,,Gray,No,2320,580.0,51,Gray,Black,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,,Free,Free,Cool,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker4,353,8447,NBFRv52zvgtWvBc6a,20FF
parka undercoat,,,Black,No,2320,580.0,51,Black,White,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,,Free,Free,Cool,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker2,353,8445,u9ARCXNAMgkXzLZhH,20FD
parka undercoat,,,Yellow,No,2320,580.0,51,Yellow,Black,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,,Free,Free,Cool,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker5,353,8448,5599XpSyKGNboqyk7,2100
parka undercoat,,,Green,No,2320,580.0,51,Green,Black,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,,Free,Free,Cool,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker3,353,8446,kS3z9musSgSF9GPDP,20FE
parka undercoat,,,Blue,No,2320,580.0,51,Aqua,Gray,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,,Free,Free,Cool,Simple,everyday,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker1,353,8444,Zi8f2uZbYu7BhMpFv,20FC
parka undercoat,,,Navy blue,No,2320,580.0,51,Blue,Gray,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,Winter,Free,Free,Cool,Simple,everyday,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker0,353,4420,Cfn48ASNWbS3aj2Jp,1144
patchwork coat,,,Gray,No,2380,595.0,51,Gray,Black,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Elegant,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork2,471,8463,vGGa7mDovA2vs6SLM,210F
patchwork coat,,,Green,No,2380,595.0,51,Green,Black,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Elegant,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork1,471,8462,3bdEH7ed7vajhbk38,210E
patchwork coat,,,Brown,No,2380,595.0,51,Brown,Orange,1x1,2100.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Cute,Elegant,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork0,471,4605,nwcA4jZ8WJmhpN2r4,11FD
peacoat,,,Gray,No,1960,490.0,51,Gray,Gray,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleGray,13,4174,aLPjwntzLeK6gMoHe,104E
peacoat,,,Red,No,1960,490.0,51,Red,Red,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleRed,13,4172,X7PdAEz4tqocA53Gn,104C
peacoat,,,Navy blue,No,1960,490.0,51,Blue,Blue,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleNavy,13,2782,3tGQGwQ7vjAix9afJ,0ADE
peacoat,,,Beige,No,1960,490.0,51,Beige,Beige,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Simple,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleBeige,13,4173,Giz5yd2diYYcxznBZ,104D
peasant blouse,,,White,No,1680,420.0,51,White,Blue,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Elegant,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant0,266,4247,sAWq4TmBopQqXpMtt,1097
peasant blouse,,,Black,No,1680,420.0,51,Black,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Elegant,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant1,266,8582,5peaYRWDcAeAAWEzt,2186
peasant blouse,,,Pink,No,1680,420.0,51,Pink,Orange,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Elegant,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant3,266,8584,amfrhGjKTbGmSJA3v,2188
peasant blouse,,,Purple,No,1680,420.0,51,Purple,Pink,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Elegant,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant4,266,8585,h6KF3N5i5WhfNHCSJ,2189
peasant blouse,,,Beige,No,1680,420.0,51,Beige,Green,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Summer,,Free,Free,Elegant,Elegant,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant2,266,8583,K7vYREGMhqQAr9amx,2187
pineapple aloha shirt,,,Red,No,960,240.0,51,Red,Yellow,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha1,91,6819,J3axASMoFxGSAWeyx,1AA3
pineapple aloha shirt,,,Pink,No,960,240.0,51,Pink,Orange,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha5,91,9773,PT8eudmKHSS8J2QeR,262D
pineapple aloha shirt,,,Orange,No,960,240.0,51,Orange,Yellow,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Active,comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha6,91,9774,73d6dFrqPLbmnNWyj,262E
pineapple aloha shirt,,,Yellow,No,960,240.0,51,Yellow,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha2,91,6820,r8BKui2wQmBFdf4pA,1AA4
pineapple aloha shirt,,,Green,No,960,240.0,51,Green,Yellow,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha3,91,6821,adADoFnt3rkf9vW3e,1AA5
pineapple aloha shirt,,,Blue,No,960,240.0,51,Blue,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha0,91,3237,wqmMEPowc8nPrQQWg,0CA5
pineapple aloha shirt,,,Purple,No,960,240.0,51,Purple,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,comfy; vacation,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha4,91,9772,iCY6jQwQ6KeYA2Hpy,262C
plaid puffed-sleeve shirt,,,Energetic plaid,No,1200,300.0,51,Orange,Aqua,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,,Free,Free,Cute,Simple,everyday; fairy tale; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid1,1078,12083,BcpPecAjux3ptAGiX,2F33
plaid puffed-sleeve shirt,,,Sweet plaid,No,1200,300.0,51,Green,Brown,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,,Free,Free,Cute,Simple,everyday; fairy tale; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid3,1078,12085,fJmQkeYZpr9vDuTDL,2F35
plaid puffed-sleeve shirt,,,Fancy plaid,No,1200,300.0,51,Aqua,Red,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,,Free,Free,Cute,Simple,everyday; fairy tale; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid0,1078,9827,ReaSZN5ybekKqA7vX,2663
plaid puffed-sleeve shirt,,,Dreamy plaid,No,1200,300.0,51,Purple,Blue,1x1,1100.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,,Free,Free,Cute,Simple,everyday; fairy tale; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopPuffHPlaid2,1078,12084,d8irdzPcagbwcKsae,2F34
pleather trench coat,,,Black,No,1680,420.0,51,Black,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Gorgeous,everyday; formal,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench0,443,4565,KewnJf7bHok3mWcwq,11D5
pleather trench coat,,,Purple,No,1680,420.0,51,Purple,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Gorgeous,everyday; formal,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench1,443,9304,PifH52GaQrrW6mncf,2458
pleather trench coat,,,Brown,No,1680,420.0,51,Brown,Black,1x1,1500.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Elegant,Gorgeous,everyday; formal,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLLeathertrench2,443,9305,bsvkFBG7a6M3Mmjkp,2459
plover cardigan,,,Black,No,1440,360.0,51,Black,Beige,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,,Free,Free,Cute,Elegant,everyday; formal; party; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLChidori1,290,8020,hXdqDyMqX4SjvBXQW,1F54
